Network,score,WCut,nWCut,graph ratio,nGraph,leak + skip,nls,Baseline,RE,PFL,NFL,ACDC1,ACDC2,ACDC3,Strict Verd,Reinitz,Ultra Strong
6544,0.27479706032249296,0.177680150148969,0.3090592311102786,0.09819824049873431,0.3854020232414095,0.9581681386071281,0.12992992661579073,False,6,2,4,False,False,False,False,False,True
6664,0.38441110998933176,0.25475377857717474,0.44890409465398445,0.1334924943117043,0.5353670785925938,0.9456014595742411,0.1689621567214169,True,7,2,3,False,True,False,False,False,False
6672,0.23246444814137499,0.07025654604756827,0.11414639823480167,0.07579432901175347,0.2902079487602696,0.9056541178935831,0.2930389974290536,False,7,4,1,False,False,False,False,False,True
6722,0.3000456547232437,0.11527634641424643,0.19583176802256932,0.13037335146783655,0.5221138608958088,0.9413422399497262,0.1821913352513529,False,6,3,2,True,False,False,False,False,False
6726,0.41115836888915186,0.17793981253937344,0.3095303708800555,0.16986931053254223,0.6899319345877395,0.9246579836870487,0.2340128011996605,False,5,4,1,True,False,False,False,False,False
6760,0.24016747012482328,0.052307062017369524,0.0815782786837509,0.14482768881502311,0.5835302464588025,0.9821654994014866,0.05539388523191646,True,5,4,1,False,False,False,False,False,False
6784,0.46584224704447436,0.2667033583024506,0.4705857953882695,0.17307845987179019,0.7035675892991498,0.9280834217659266,0.22337335644600376,False,7,4,1,False,True,False,False,False,True
6794,0.3358134973954652,0.19119104608678486,0.33357383405954905,0.12404545953865477,0.49522668916398055,0.9424856253047228,0.17863996896286605,False,5,2,3,False,True,False,False,False,False
6930,0.20573178829754238,0.018682617672364774,0.020569008365820568,0.13849529307385242,0.5566239380590683,0.9871208817136772,0.04000241846773833,True,6,2,4,False,False,False,False,False,False
6964,0.13278251769002644,0.028622661983659283,0.03860454358946997,0.09181721818379741,0.35828910084538473,0.9995318238748185,0.0014539086352246544,True,5,4,2,False,False,False,False,False,False
7022,0.11201437295206185,0.06047928802823101,0.09640622768062224,0.06275935959500048,0.23482244832036492,0.9984498781390212,0.0048144428551983864,True,3,1,5,False,False,False,False,False,False
7026,0.19223353242172445,0.02665326041615923,0.035031198217176374,0.1279303768679907,0.5117336776787665,0.9903619199791287,0.029935721369230395,True,4,3,3,False,False,False,False,False,False
7041,0.1693985159134663,0.08123173079474444,0.1340601254672688,0.08166210804688724,0.3151401037919475,0.9810059946645187,0.05899531848118256,True,6,3,3,False,False,False,False,False,False
7161,0.13503687040213147,0.023190189381712578,0.028747691054859862,0.093590697353556,0.36582460232577824,0.996607039557041,0.010538317825756316,True,2,4,2,False,False,False,False,False,False
7206,0.27040604916158567,0.027216973066810913,0.036054016531506514,0.16977381446178053,0.6895261724029519,0.9724282243082957,0.08563795855029854,True,5,4,1,False,False,False,False,False,False
7271,0.21505799339029183,0.02808605194294638,0.03763090111992438,0.13813162420628544,0.5550787114014035,0.9831086765419985,0.05246436764954754,True,3,2,3,False,False,False,False,False,False
7330,0.1561131196180812,0.03344821225005728,0.04736017677152946,0.1062565940015329,0.41964191496685826,0.9995693773666854,0.0013372671158558003,True,5,2,3,False,False,False,False,False,False
7373,0.24929306552039895,0.03316527761067214,0.04684681108674845,0.1455964874945397,0.5867968670576847,0.9632210548743915,0.1142355184167636,True,3,4,1,False,False,False,False,False,False
7477,0.15631978815154896,0.029153859490062533,0.03956836538315801,0.09821117950781937,0.3854570010070229,0.9858550842239969,0.04393399806446596,True,4,3,2,False,False,False,False,False,False
7550,0.14546450247270992,0.040141104671925526,0.05950397545515733,0.06980546714823341,0.26476131357674465,0.9638995137540936,0.11212821838622777,True,2,1,4,False,False,False,False,False,False
7601,0.14648103843705448,0.034516257042610465,0.04929807150049367,0.0737527415859422,0.2815332570402379,0.9650316516651793,0.10861178677043182,True,4,1,4,False,False,False,False,False,False
7638,0.22444414673484112,0.06377590479231393,0.10238771487579829,0.0940936814866553,0.3679617786423741,0.9346482461201894,0.20298294668635097,True,3,2,3,False,False,False,False,False,False
7709,0.17891231730815338,0.057276927565019835,0.09059576214100276,0.1094082611241241,0.4330333281128195,0.9957797582904525,0.013107861670637821,True,4,2,4,False,False,False,False,False,False
8223,0.13718959824949226,0.05372495161213085,0.08415094304305429,0.07834535404750777,0.3010472375781158,0.9915097293229924,0.02637061412730668,True,3,2,3,False,False,False,False,False,False
8226,0.20012358152104714,0.060661253571366,0.09673639179860033,0.09667776039263144,0.3789415131402355,0.9598542526495798,0.12469283962430566,False,6,5,0,False,False,False,False,False,True
8232,0.2646446473046019,0.025310785264957267,0.03259536824317258,0.14999003155583443,0.6054650072549936,0.9498154159103397,0.15587356641563954,False,6,3,2,False,False,False,False,False,True
8457,0.15353563397537717,0.013876704984406896,0.011849006235954834,0.10809809442931165,0.4274664383310436,0.9931449967081925,0.02129145735913307,False,6,2,4,False,False,False,False,False,True
8482,0.14605371465074898,0.06862320998849304,0.11118282090023832,0.0684147003427766,0.2588519544480279,0.9780661939968169,0.06812636860398069,False,6,2,4,False,False,True,False,False,False
8514,0.14947681133178892,0.17449382718860512,0.3032778645302254,0.029513075214276343,0.09355920179312624,0.9833891006203994,0.051593367672015056,True,6,2,4,False,False,True,False,False,False
8584,0.2670840550673618,0.16121042036003025,0.2791760251174364,0.10285020026767773,0.4051681701031039,0.9623606418015369,0.11690796998154529,False,6,6,0,False,False,False,False,False,True
8616,0.2341260264803169,0.04738457945611708,0.07264676843682057,0.1291201110311429,0.5167888504152631,0.9636373632085595,0.11294246058886703,False,5,4,2,False,False,False,False,False,True
8706,0.15587109602742313,0.02306354274968677,0.028517899343542978,0.09094271884432865,0.3545733588284842,0.9727875047543589,0.08452202991024227,False,7,4,1,False,False,False,False,False,True
8738,0.33572470194053494,0.15054626758678674,0.25982664427477054,0.15884244126987573,0.6430788386676787,0.9664299613815649,0.1042686228791555,False,6,3,2,False,False,False,True,False,True
8785,0.13596247701340983,0.11779899951726908,0.20040895072636436,0.042267322489358446,0.14775191567527954,0.9807705652327581,0.05972656463858561,True,5,2,3,False,False,False,False,False,False
8790,0.17238733880265614,0.11502836268155647,0.19538181838394048,0.07134436753975977,0.2713000913511143,0.9837475222021969,0.05048010667291358,True,4,1,4,False,False,False,False,False,False
8836,0.21748126961839828,0.09047259622662437,0.15082704810606434,0.07921155118067336,0.30472770357432505,0.936610213277747,0.19688905717480543,True,6,3,2,False,False,False,False,False,False
8866,0.30062979991799815,0.0816408335410969,0.13480241461215198,0.14563205267318094,0.5869479832708726,0.9420030019607607,0.18013900187096976,False,5,2,3,False,False,False,False,False,True
9035,0.07113776015300019,0.08745059370679285,0.14534382980386337,0.017811337518063346,0.0438385942795953,0.9921986381760555,0.024230856375541898,True,4,1,4,False,False,False,False,False,False
9274,0.11488692879052832,0.034488866181284855,0.04924837264314725,0.07521570244956916,0.2877493682534975,0.9975327520942714,0.007663045474940233,True,4,3,2,False,False,False,False,False,False
9279,0.08988410199886686,0.023135229157388484,0.028647969461006347,0.0604633987380042,0.22506692554240296,0.9948687665780132,0.015937410993191237,True,2,3,2,False,False,False,False,False,False
9391,0.020965413638698912,0.02619650678410794,0.034202449776887175,0.014003842595126928,0.027660573067040724,0.9996672679235901,0.0010332180721688289,True,2,3,2,False,False,False,False,False,False
9601,0.15059842949548002,0.05381233771792556,0.08430949919630275,0.08886512357126802,0.34574566999922207,0.9930005470962763,0.02174011929091524,True,6,3,3,False,False,False,False,False,False
9636,0.1416664914976427,0.045119070613558146,0.06853615652706947,0.07482749060305185,0.28609985863758497,0.9773459481634745,0.0703634593282737,True,5,3,3,False,False,False,False,False,False
9699,0.21009385267601696,0.02548989853394616,0.03292035710345377,0.13486622419045258,0.5412040479303153,0.9819197604068188,0.05615715299428181,True,3,1,5,False,False,False,False,False,False
9735,0.18003851480581665,0.05570461986594094,0.08774291662029104,0.1013423741790615,0.3987614268400916,0.9827394461382828,0.053611200957067284,True,5,2,3,False,False,False,False,False,False
9764,0.35185820385760774,0.04132942973415056,0.061660110563383407,0.17127062345337501,0.6958861040922324,0.9040477484454422,0.2980283969172075,True,6,3,2,False,False,False,False,False,False
9857,0.23420433062398127,0.13078582793101984,0.2239726687505941,0.08881179953409057,0.3455190965113891,0.9571406789253252,0.13312122660996062,True,6,3,2,False,False,False,False,False,False
9900,0.16902434438134195,0.05814029418714206,0.0921622822325194,0.10382791186894126,0.4093224603504047,0.998200732863076,0.005588290561101772,True,4,1,4,False,False,False,False,False,False
10004,0.20411790432184704,0.03902977005877087,0.05748753428718015,0.13455995760634776,0.5399027232024748,0.9951823378585974,0.014963455475886178,False,6,1,4,False,True,False,False,False,False
10050,0.15913328177245437,0.06851692138237231,0.11098996744410383,0.06728319826054877,0.2540442094453861,0.9638230651768119,0.11236566842787321,True,6,1,4,False,False,True,False,False,False
10072,0.22997872147154888,0.034928678130048206,0.05004638154987719,0.12226527883630257,0.48766271291509744,0.9509894290414973,0.15222706994967206,False,5,4,1,False,False,False,False,False,True
10122,0.052918620844655186,0.02859908488874001,0.038561764552217125,0.018539763968542847,0.04693367353936087,0.9764132515007417,0.07326042444238756,False,5,2,3,False,False,True,False,False,False
10179,0.19287534933606912,0.02773346850507191,0.03699116242119091,0.10904758144721911,0.43150080250687434,0.9645415385185487,0.11013408308014216,True,4,3,2,False,False,False,False,False,False
10245,0.17300129503335313,0.03744371738762763,0.05460974944828724,0.09334476398319444,0.3647796330315012,0.9679283855124841,0.09961450262027094,True,6,3,2,False,False,False,False,False,True
10335,0.0984300717919694,0.059335984645318994,0.09433178135140444,0.039943368444117076,0.13787745002217203,0.9796905882144882,0.06308098400233175,True,2,1,4,False,False,False,False,False,False
10506,0.2150624006017957,0.04439251589940351,0.06721787234958798,0.13876990599646288,0.5577907665846877,0.9935033002893763,0.020178562871111416,False,6,2,4,False,True,False,False,False,False
10513,0.21940349160052283,0.025903335585464416,0.03367051055065185,0.10446525750353065,0.41203053781467197,0.9315811343254945,0.2125094264362446,False,6,2,4,False,False,False,False,False,True
10561,0.2977507582212406,0.02682686307549397,0.03534618845054921,0.1653218282953055,0.670609712080088,0.9396986396506011,0.18729637413308442,False,6,6,0,False,False,False,False,False,True
10602,0.28781754386533037,0.06034541077829469,0.09616331650424767,0.17488711986291922,0.7112525738611825,0.9819585277532494,0.056036741230561016,False,4,4,2,False,True,False,False,False,False
10671,0.25636577321242343,0.08239802739718041,0.13617629143149448,0.12862218579558177,0.5146731693214689,0.9619292558998047,0.118247858884307,True,2,2,4,False,False,False,False,False,False
10830,0.29235553282018983,0.1873876431298496,0.32667281774098045,0.11070400193205157,0.43853892239486164,0.9639875237946162,0.11185485832472741,True,4,4,1,False,False,False,False,False,False
11040,0.1858181643591439,0.11788907825645537,0.20057239248000427,0.08364044945644607,0.3235460635994617,0.9892671663613828,0.03333603699796572,False,7,2,3,False,False,True,False,False,False
11041,0.16794471564752153,0.1360692846607996,0.23355914210708567,0.06799651754434238,0.25707509845196613,0.9957501238995852,0.01319990638351276,True,6,4,1,False,False,False,False,False,False
11107,0.20969732155311127,0.21508672678793855,0.37693092357363095,0.039566612008530226,0.13627661437294422,0.9626901781795585,0.11588442671275867,True,4,1,4,False,False,False,False,False,False
11167,0.2565275521395979,0.08732097101416902,0.1451086382327408,0.12494761231887604,0.49905993047113606,0.9596220421601134,0.1254140877149168,True,2,3,2,False,False,False,False,False,False
11179,0.19086744655197385,0.18367428084834386,0.3199351741119506,0.059524702616304215,0.2210784118145125,0.989829715515132,0.03158875372945846,True,3,2,3,False,False,False,False,False,False
11202,0.15155428593528303,0.06949789857757631,0.11276988393175924,0.08074160395086859,0.31122888786308994,0.9901274182699706,0.030664086010999902,True,5,1,4,False,False,False,False,False,False
11216,0.25072980815438556,0.0744040052720921,0.12167168128082942,0.12277007871692791,0.4898076043311452,0.9546973795266974,0.140710138851182,True,5,2,3,False,False,True,False,False,False
11232,0.18771344917442215,0.12372073911861667,0.21115354499784353,0.06992643131844685,0.26527528955078555,0.9720825865151567,0.08671151297463742,True,5,2,3,False,False,True,False,False,False
11313,0.208349844871071,0.05050699428138094,0.07831217804670565,0.12940129114526075,0.5179835828949689,0.9907424556879612,0.02875377367153842,True,5,3,2,False,False,False,False,False,False
11466,0.11804914373343524,0.019778740294352247,0.02255784840910197,0.0715435372921221,0.27214636233606204,0.9808617897259407,0.05944322045514172,True,4,2,3,False,False,False,False,False,False
11485,0.19986341030050855,0.035190839606561934,0.05052205574164863,0.11478116498646475,0.455862761747606,0.9699918332517529,0.09320541341227107,True,2,2,3,False,False,False,False,False,False
11596,0.24774543824902592,0.17205304595144275,0.2988492327658735,0.09455611327341258,0.369926648302594,0.9760269007627156,0.07446043367861033,True,5,2,3,False,False,False,False,False,False
11666,0.20966696450169178,0.058520835598234754,0.09285274877460725,0.11498085130539475,0.4567112276205466,0.9744246897226461,0.07943691710992151,True,5,5,0,False,False,False,False,False,False
11675,0.1768505142475564,0.0668035967585415,0.10788125629202827,0.07601530514288712,0.2911468749070684,0.9576551058242975,0.1315234115435725,True,3,2,3,False,False,False,False,False,False
11719,0.27155712563346107,0.1968116626323449,0.3437720610001363,0.10703596711508714,0.4229534662673263,0.9845634426536352,0.04794584963292059,True,3,2,3,False,False,False,False,False,False
11802,0.11780621038736964,0.030075573684469267,0.041240753181316175,0.06035418200982413,0.22460286437330745,0.9718045768993,0.08757501360748532,True,5,3,2,False,False,False,False,False,False
11806,0.13252769510106405,0.042015506935131466,0.0629049510426531,0.05783706808087331,0.21390766362814737,0.9611170847254449,0.12077047063239166,True,4,2,3,False,False,False,False,False,False
11876,0.38504479910644296,0.1687379578169875,0.2928342305238278,0.1474969908731815,0.5948720935770904,0.9138997206536558,0.26742807321841067,True,5,2,3,False,False,False,False,False,False
11890,0.2099270751747984,0.055946439726735825,0.08818168233204833,0.08632039561459824,0.33493313742953074,0.9334623326374227,0.20666640576281614,True,4,0,5,False,False,False,False,False,False
11936,0.17530542304349472,0.02412928154758511,0.03045161000184105,0.1144335795108363,0.45438587331788843,0.9867743382831695,0.04107878581075464,True,6,3,2,False,False,False,False,False,False
11960,0.17921111951647203,0.05157856674906973,0.08025647350258548,0.09650232499037244,0.3781960892548136,0.9745071496381281,0.07918079579201698,True,4,2,3,False,False,False,False,False,False
11973,0.28721987509896807,0.1806436515654719,0.31443630313418713,0.0941929929622812,0.3683837524576634,0.9424213625542981,0.17883956970505366,True,4,2,3,False,False,False,False,False,False
12000,0.24092545976368243,0.10664600503063637,0.18017259979941003,0.09894946178341349,0.3885939576037249,0.9504154605200344,0.15400982188791246,True,5,2,3,False,False,False,False,False,False
12011,0.20700478498673544,0.13894336386831255,0.23877396360680064,0.04065616173222144,0.14090610407648274,0.922300783872236,0.24133428727692285,True,2,2,3,False,False,False,False,False,False
12030,0.15743637143326802,0.05990982252086776,0.09537297119855272,0.06923053366448897,0.26231842493629126,0.9630980031925112,0.11461771816496014,True,1,3,2,False,False,False,False,False,False
12185,0.2514386316596807,0.08487692588278392,0.14067408435402232,0.12169635487207184,0.48524535868404906,0.9586618507007332,0.12839645194097082,True,4,3,2,False,False,False,False,False,False
12291,0.22249603751949945,0.04395043358254695,0.06641574401416805,0.1279380202870415,0.5117661545166988,0.9712472057226416,0.0893062140276315,False,6,2,3,True,False,False,False,False,False
12312,0.228065374049502,0.09456522184257915,0.1582528392939257,0.11115477919933,0.440454272077467,0.97247617900761,0.08548901077711335,True,6,2,3,False,False,False,False,False,False
12323,0.35107213037010004,0.23594910280030718,0.4147842877676474,0.13290524309432108,0.5328718519818655,0.9660141132346751,0.10556025136078717,False,5,3,2,True,False,False,False,False,False
12362,0.2974346053130366,0.09144063070744435,0.152583480917606,0.10461098363201399,0.4126497271886682,0.8946974207292326,0.3270706078328357,True,5,4,1,False,False,False,False,False,False
12485,0.4030538276376732,0.3033006752439884,0.5369891410997341,0.10754096845759319,0.4250992136935974,0.9204531269308649,0.2470731281196883,True,4,2,3,False,False,False,False,False,False
12519,0.2681847990837398,0.14361388845056633,0.24724831321512633,0.08241432605487316,0.31833627322512337,0.9230620423693303,0.2389698108109698,True,2,2,3,False,False,False,False,False,False
12536,0.21577446793732166,0.0847321918050622,0.140411474201083,0.07903421079940504,0.3039741854454581,0.9346627993642759,0.20293774416542387,True,3,3,2,False,False,False,False,False,False
12567,0.18804969849058706,0.059551969036476554,0.09472367035838346,0.08629232219954064,0.3348138536711796,0.9566608527636027,0.13461157144219815,True,4,4,1,False,False,False,False,False,False
12628,0.3223755047549852,0.16096693952411736,0.2787342456791495,0.07142273951232894,0.2716330933538369,0.8658216061428172,0.41675917523196926,True,5,1,4,False,False,False,False,False,False
12636,0.24676100524963288,0.17443859860118732,0.303177656009767,0.04054576618938402,0.14043703413156006,0.9044856322036539,0.2966683256075716,True,4,3,2,False,False,False,False,False,False
12642,0.21181121616106044,0.21890960981163934,0.3838672851501588,0.06662423497154399,0.25124427870783117,0.9998962219380938,0.0003220846251913434,True,5,2,3,False,False,False,False,False,False
12684,0.10441787500553801,0.07394186904443459,0.12083316648642646,0.03499623965906242,0.11685713192700589,0.9756718172495977,0.07556332660318166,True,5,1,4,False,False,False,False,False,False
12890,0.13289957260253746,0.06066212827731993,0.09673797889313918,0.03826003559025139,0.13072497965285462,0.9448694585255244,0.1712357592616186,True,4,3,2,False,False,False,False,False,False
12910,0.13287697101667412,0.07271244460999404,0.11860245935899716,0.0727285503478322,0.2771814751176825,0.9990833159946559,0.0028469785733427067,True,3,3,2,False,False,False,False,False,False
13211,0.185052681038588,0.016164004717750684,0.0159991562368851,0.088286894005352,0.34328877632701693,0.9369382697358977,0.195870110551862,True,3,2,3,False,False,False,False,False,False
13349,0.24172677931165384,0.0415052518351989,0.06197912782298961,0.12484361419694144,0.49861804312610286,0.947011303652994,0.16458316698586906,True,5,1,4,False,False,False,False,False,False
13412,0.33906465602888974,0.0454554927035206,0.06914657155777887,0.18351799875183386,0.747925122235893,0.9355692581066486,0.20012227429299734,True,5,4,1,False,False,False,False,False,False
13481,0.1991034890397033,0.130100463796069,0.22272912208120083,0.07001124196349234,0.26563564943106566,0.964924147554805,0.10894569560684342,True,4,2,3,False,False,False,False,False,False
13496,0.36057911389871006,0.08160811176286872,0.13474304316818927,0.1423401003229627,0.5729604991033359,0.8795773173301529,0.374033799424605,True,4,2,3,False,False,False,False,False,False
13524,0.4561259031165645,0.12749195442304634,0.21799615900729247,0.17662970231538486,0.7186567953903533,0.861003340920093,0.43172475495204765,True,4,2,3,False,False,False,False,False,False
13557,0.36869617469605726,0.21538043737198975,0.3774638414780507,0.10611635888510625,0.41904605686744795,0.900329077541596,0.30957862574267303,True,2,1,4,False,False,False,False,False,False
13570,0.06856210840001539,0.037858854770002975,0.05536298803033025,0.04283927585271549,0.1501821418035513,0.9999544604054459,0.00014119536616463702,False,7,2,3,False,False,False,True,False,False
13642,0.13324076386633846,0.05512944336812099,0.08669929793395784,0.043064254098049266,0.15113807290760806,0.9478800214847061,0.16188492075744954,True,5,3,2,False,False,False,False,False,False
13717,0.19474436275205229,0.08888215860686291,0.14794130707575204,0.07112991155971705,0.2703888692839777,0.9465864032398895,0.16590291189642714,True,4,2,3,False,False,False,False,False,False
13916,0.1720141425855192,0.05083063411371594,0.07889940053918704,0.1027196124295153,0.4046133032264163,0.9895267640510801,0.03252972399095433,True,4,3,2,False,False,False,False,False,False
13927,0.28807347687242046,0.1751102490551139,0.30439632013644585,0.12066295317255182,0.48085444157074897,0.9745751233038271,0.07896966891006652,True,3,3,2,False,False,False,False,False,False
13941,0.2623656067344808,0.07834861724217135,0.12882891176210162,0.14374559133130582,0.5789324212745396,0.9744573457491162,0.07933548716680106,True,3,3,2,False,False,False,False,False,False
14186,0.2465610253608311,0.20104475936072755,0.3514527274799739,0.07132198280372426,0.271204978753002,0.9623228441544305,0.11702536984951739,True,4,0,5,False,False,False,False,False,False
14195,0.23381956868026388,0.060335455398420904,0.09614525314368756,0.10609733285213875,0.41896521537686976,0.9400038983678399,0.18634823752023433,True,3,4,1,False,False,False,False,False,False
14236,0.17459985901111963,0.06062354215317404,0.09666796699184547,0.06910787204830435,0.2617972365253371,0.9467694478500273,0.1653343735161763,True,4,1,4,False,False,False,False,False,False
14344,0.2519043319966146,0.12475996470292171,0.2130391492309911,0.13469362918354658,0.5404706928663109,0.999290599516381,0.002203153892541776,True,7,2,3,True,False,False,False,False,False
14363,0.20764887870092322,0.14010415352931546,0.240880137599856,0.09176329077999971,0.35805996365669895,0.9922708599438508,0.024006534846214733,True,4,1,4,False,False,False,False,False,False
14415,0.14783985838012295,0.05559790449217543,0.08754928882325337,0.07903421079940504,0.3039741854454581,0.9832594380609685,0.0519961008716574,True,3,3,2,False,False,False,False,False,False
14618,0.21556089163854342,0.10366523860430318,0.17476420158789316,0.09309711593851616,0.3637273780971826,0.9651670960284449,0.10819109523055448,True,5,2,3,False,False,False,False,False,False
14728,0.21715756978016065,0.1045967895646721,0.1764544375297257,0.11913867131440567,0.47437777784982077,0.9997937079922459,0.0006404939609354621,True,6,2,3,False,False,False,False,False,False
14824,0.12562556117370843,0.08633400162929517,0.14331784932394992,0.06244858613181092,0.23350197389254812,0.9999816126241813,5.686030462725977e-05,True,4,1,4,False,False,False,False,False,False
14912,0.30897161207646445,0.06211838722147044,0.0993802618306647,0.17923051697921738,0.7297076400147122,0.9685039046722554,0.09782693438401646,False,7,4,1,False,False,False,False,True,False
15172,0.2544519776547675,0.11687072087623047,0.19872465218568383,0.11927528230477306,0.4749582370611301,0.9711291025304926,0.08967304371748863,False,6,3,2,False,False,True,False,False,False
15245,0.11523170399359155,0.09176422499241321,0.15317062076748536,0.039566612008530226,0.13627661437294422,0.981890551277568,0.056247876840345046,True,4,1,4,False,False,False,False,False,False
15279,0.23126708901726398,0.13645081756131328,0.23425140763938082,0.05509822734963067,0.20227034713931014,0.9171671155142691,0.257279512273101,True,2,1,4,False,False,False,False,False,False
15323,0.20002952299255314,0.06981758757607893,0.11334993790461285,0.08786356474435916,0.34149005304495006,0.9532361996686103,0.14524857802809643,True,2,3,2,False,False,False,False,False,False
15496,0.127248321637872,0.05861917287579289,0.09303117508516025,0.061005133445635774,0.22736875279865087,0.9802494875743972,0.06134503702980487,True,6,3,2,False,False,False,False,False,False
15536,0.14831968111071714,0.02827706327028579,0.03797747819890494,0.0926054220332873,0.36163817388552166,0.9854013209694449,0.045343391247724796,True,5,3,2,False,False,False,False,False,False
15572,0.1462333690135003,0.03380715123527738,0.04801144717921993,0.08215956370533926,0.31725378965565326,0.9763570875585494,0.07343487020562767,True,4,2,3,False,False,False,False,False,False
15609,0.15163812330157891,0.061326765057346785,0.09794391718493198,0.07639786526669676,0.29277237038988224,0.979330931179955,0.06419808232992252,True,2,1,4,False,False,False,False,False,False
15674,0.12235415507821933,0.04415377593940316,0.06678469490861959,0.0558034960366386,0.20526702921240542,0.969410596317281,0.09501074111363295,True,4,3,2,False,False,False,False,False,False
15691,0.2268448306263563,0.05032955196262538,0.07799022101212326,0.1471214902227404,0.5932765937507953,0.9970161305549299,0.009267677116150286,True,4,4,1,False,False,False,False,False,False
15801,0.17152537680655378,0.04012823869911901,0.059480631021423286,0.08661994239157234,0.336205909740492,0.9617226465251031,0.11888958965774599,True,3,3,2,False,False,False,False,False,False
15842,0.2618607772997159,0.054831963661858656,0.0861595412133043,0.15436383702375195,0.6240492782971689,0.9757329291641139,0.07537351238867451,True,4,3,2,False,False,False,False,False,False
15872,0.28538039087423267,0.04308162236413103,0.06483934507250162,0.16611676721144997,0.6739874023747219,0.9622297809219629,0.11731442517547452,True,8,3,2,False,False,False,False,False,False
15889,0.2875170596766223,0.031716904502171274,0.0442188364623625,0.1872929110185163,0.7639646999535232,0.9824959048524322,0.05436764261398108,True,6,4,1,False,False,False,False,False,False
15927,0.31554093536490024,0.05212474323835631,0.08124747364326537,0.19188664855301796,0.7834834609190036,0.9736343012620183,0.08189187153243183,True,3,5,0,False,False,False,False,False,False
15935,0.30636316836755473,0.031003776938791056,0.0429249149379197,0.19632561002227916,0.8023445793879511,0.9762330890596862,0.07382001077679334,True,2,4,1,False,False,False,False,False,False
16016,0.22790123095721784,0.037751354158481486,0.05516793547272176,0.12094760369572309,0.48206391979599583,0.9528423633336298,0.14647183760293592,True,6,2,3,False,False,False,False,False,False
16068,0.3010385674354498,0.07099145858729472,0.11547984711907651,0.17389417385238382,0.7070335527077742,0.9740494863625135,0.08060230247949862,True,5,1,4,False,False,False,False,False,False
16075,0.18019215946000333,0.046909070412233356,0.07178398957572595,0.09728382109854926,0.38151666114565225,0.9719009017513573,0.08727582765863173,True,3,2,3,False,False,False,False,False,False
16128,0.2582233112781663,0.03334936387045037,0.047180823101025664,0.1626906377902274,0.6594298007034507,0.9780877839385921,0.06805931003002252,False,8,3,2,False,False,True,False,False,False
16156,0.24928997554516222,0.024416376664279045,0.030972524590097732,0.16835399588272626,0.6834933724767988,0.9892452757133376,0.03340402956859023,True,5,2,3,False,False,False,False,False,False
16160,0.22324604513634413,0.0279576551393613,0.03739793384119389,0.15039678500424553,0.6071933000169968,0.9919037115047773,0.02514690155084165,True,7,2,3,False,False,False,False,False,False
16194,0.21673220870654017,0.08532313188093216,0.14148369482904424,0.1076874884823368,0.42572177632765024,0.9732803798488732,0.08299115496292597,False,6,1,4,False,False,True,False,False,False
16300,0.28306158146329913,0.05143855602115438,0.0800024335470355,0.1686167027279953,0.6846096121570787,0.9727711916142312,0.0845726986857831,True,4,4,1,False,False,False,False,False,False
16326,0.2346288801389712,0.06640908800968481,0.10716544696430144,0.12908344277168168,0.5166330472188314,0.9742150222925694,0.0800881462337808,True,4,2,3,False,False,False,False,False,False
16330,0.22180384562726282,0.06441412243894605,0.10354571744457046,0.11947190350518559,0.4757936792653862,0.9722884367259561,0.08607214017183185,False,4,2,3,False,False,True,False,False,False
16347,0.22793920731340309,0.027778644353126807,0.03707313092890939,0.12881798466345934,0.5155051174401217,0.9577465536873218,0.1312393735711781,True,2,3,2,False,False,False,False,False,False
16452,0.16814460252715144,0.029748917170248808,0.04064805712446224,0.09937314453964946,0.3903941828847853,0.9763710291215605,0.07339156757220677,True,6,3,2,False,False,False,False,False,False
16498,0.3037126006890108,0.036036304338387476,0.05205609406921087,0.1739236899901506,0.7071589665855518,0.951087409583212,0.1519227414122697,False,4,3,2,False,True,False,False,False,False
16720,0.3803753264158973,0.023427772202568,0.029178768945448647,0.22444326040900048,0.9218162933653796,0.9387860402545718,0.19013091693686346,False,6,4,1,False,True,False,False,False,False
16876,0.2537587354512466,0.035020570105717505,0.05021311329795111,0.14484604237034712,0.5836082305962387,0.9589650015266464,0.12745486245955007,True,3,2,3,False,False,False,False,False,False
16899,0.13826332341246791,0.040051843799878806,0.05934201766588842,0.08792011367196584,0.3417303290712835,0.9955834415240705,0.013717623500231868,True,6,2,4,False,False,False,False,False,False
16938,0.19581470544695348,0.14444081566957231,0.2487487164848412,0.05983686026873869,0.22240476765344594,0.9625593976938398,0.1162906322025733,True,5,2,4,False,False,False,False,False,False
17013,0.0809990116951549,0.04571958776535324,0.06962575410877235,0.046069696770507304,0.16390817931411758,0.9969532123577524,0.009463101662574802,True,3,2,4,False,False,False,False,False,False
17017,0.07735865837136573,0.04173779147271117,0.062401055199961336,0.046069696770507304,0.16390817931411758,0.9981432797184209,0.00576674060001825,True,3,2,4,False,False,False,False,False,False
17172,0.13874443500720204,0.024791345873004245,0.031652880749482554,0.061040076203419766,0.22751722434965654,0.9494324057055266,0.1570631999224671,True,6,4,3,False,False,False,False,False,False
17181,0.1287075194520402,0.025018196014276385,0.03206448492198656,0.09013640213262372,0.35114732435436874,0.9990627846674986,0.0029107490797652957,True,4,7,0,False,False,False,False,False,False
17323,0.21137689635729173,0.04793302277315072,0.07364188158247285,0.10721572798385588,0.42371726903187074,0.9559654374073736,0.13677153845753165,True,3,3,4,False,False,False,False,False,False
